category_level3_id,category_level3_name,category_level1_name,category_level1_order,category_level3_order
"""1315,1345,12011""",大码内衣,服饰内衣,C07,C07
"""1315,1345,1365""",吊带/背心,服饰内衣,C07,C07
"""1315,1345,9745""",商务男袜,服饰内衣,C07,C07
"""1315,1345,12010""",休闲棉袜,服饰内衣,C07,C07
"""1315,1345,9743""",女式内裤,服饰内衣,C07,C07
"""1315,1345,9744""",男式内裤,服饰内衣,C07,C07
"""1315,1345,12015""",秋衣秋裤,服饰内衣,C07,C07
"""1315,1345,1369""",保暖内衣,服饰内衣,C07,C07
"""1315,1342,9741""",唐装/中山装,服饰内衣,C07,C07
"""1315,1342,9742""",工装,服饰内衣,C07,C07
"""1315,1342,12005""",设计师/潮牌,服饰内衣,C07,C07
"""1315,1342,9726""",羊绒衫,服饰内衣,C07,C07
"""1315,1342,9739""",大码男装,服饰内衣,C07,C07
"""1315,1342,9740""",中老年男装,服饰内衣,C07,C07
"""1315,1342,12004""",短裤,服饰内衣,C07,C07
"""1315,1342,9733""",POLO衫,服饰内衣,C07,C07
"""1315,1342,12003""",卫裤/运动裤,服饰内衣,C07,C07
"""1315,1342,9737""",西裤,服饰内衣,C07,C07
"""1315,1342,9731""",西服,服饰内衣,C07,C07
"""1315,1342,9725""",仿皮皮衣,服饰内衣,C07,C07
"""1315,1342,9728""",风衣,服饰内衣,C07,C07
"""1315,1342,9729""",毛呢大衣,服饰内衣,C07,C07
"""1315,1342,1348""",衬衫,服饰内衣,C07,C07
"""1315,1342,9736""",休闲裤,服饰内衣,C07,C07
"""1315,1342,9735""",牛仔裤,服饰内衣,C07,C07
"""1315,1342,9738""",西服套装,服饰内衣,C07,C07
"""1315,1342,9734""",马甲/背心,服饰内衣,C07,C07
"""1315,1342,9732""",卫衣,服饰内衣,C07,C07
"""1315,1342,12001""",真皮皮衣,服饰内衣,C07,C07
"""1315,1342,12002""",加绒裤,服饰内衣,C07,C07
"""1315,1342,12089""",羊毛衫,服饰内衣,C07,C07
"""1315,1342,9730""",夹克,服饰内衣,C07,C07
"""1315,1342,1350""",针织衫,服饰内衣,C07,C07
"""1315,1343,11991""",短裤,服饰内衣,C07,C07
"""1315,1343,11988""",吊带/背心,服饰内衣,C07,C07
"""1315,1343,9713""",雪纺衫,服饰内衣,C07,C07
"""1315,1343,11986""",旗袍/唐装,服饰内衣,C07,C07
"""1315,1343,11996""",礼服,服饰内衣,C07,C07
"""1315,1343,9723""",婚纱,服饰内衣,C07,C07
"""1315,1343,11987""",加绒裤,服饰内衣,C07,C07
"""1315,1343,9718""",正装裤,服饰内衣,C07,C07
"""1315,1343,9714""",马甲,服饰内衣,C07,C07
"""1315,1343,11998""",仿皮皮衣,服饰内衣,C07,C07
"""1315,1343,9720""",半身裙,服饰内衣,C07,C07
"""1315,1343,9721""",中老年女装,服饰内衣,C07,C07
"""1315,1343,9722""",大码女装,服饰内衣,C07,C07
"""1315,1343,9717""",休闲裤,服饰内衣,C07,C07
"""1315,1343,9711""",小西装,服饰内衣,C07,C07
"""1315,1343,9707""",真皮皮衣,服饰内衣,C07,C07
"""1315,1343,11989""",羊绒衫,服饰内衣,C07,C07
"""1315,1343,11999""",羊毛衫,服饰内衣,C07,C07
"""1315,1343,11993""",皮草,服饰内衣,C07,C07
"""1315,1343,9716""",打底裤,服饰内衣,C07,C07
"""1315,1343,11985""",打底衫,服饰内衣,C07,C07
"""1315,1343,9712""",短外套,服饰内衣,C07,C07
"""1315,1343,1354""",衬衫,服饰内衣,C07,C07
"""1315,1343,9708""",风衣,服饰内衣,C07,C07
"""1315,1343,9715""",牛仔裤,服饰内衣,C07,C07
"""1315,1343,9710""",卫衣,服饰内衣,C07,C07
"""1315,1343,1356""",针织衫,服饰内衣,C07,C07
"""1315,1343,9719""",连衣裙,服饰内衣,C07,C07
"""1315,1343,9706""",毛呢大衣,服饰内衣,C07,C07
"""1315,1346,12026""",真皮手套,服饰内衣,C07,C07
"""1315,1346,12027""",毛线手套,服饰内衣,C07,C07
"""1315,1346,1376""",围巾/手套/帽子套装,服饰内衣,C07,C07
"""1315,1346,12017""",老花镜,服饰内衣,C07,C07
"""1315,1346,12025""",礼帽,服饰内衣,C07,C07
"""1315,1346,9794""",遮阳帽,服饰内衣,C07,C07
"""1315,1346,12020""",游泳镜,服饰内衣,C07,C07
"""1315,1346,9793""",毛线帽,服饰内衣,C07,C07
"""1315,1346,12030""",女士腰带/礼盒,服饰内衣,C07,C07
"""1315,1346,12034""",遮阳伞/雨伞,服饰内衣,C07,C07
"""1315,1346,12038""",毛线/布面料,服饰内衣,C07,C07
"""1315,1346,12039""",领带/领结/领带夹,服饰内衣,C07,C07
"""1315,1346,12036""",耳罩/耳包,服饰内衣,C07,C07
"""1315,1346,1378""",袖扣,服饰内衣,C07,C07
"""1315,1346,12033""",钥匙扣,服饰内衣,C07,C07
"""4938,12420,12423""",会议周边,本地生活/旅游出行,C08,C08
